,year,ws,plot,tree,history,species,sp_cd,dbh_cm,tr_ht_m,comments,treatment,plot_type,azimuth,dis_pl_ctr_m,cr_dam,deg_lean,plotNum,BA,biomass
6171,2022,80,120,2087,1,Red Maple,316,9.8,13.7,broken top; meas dbh + ht 2x,,,,,,,80_120,75.42963961,30.9091849
6172,2022,80,120,2088,1,Up. Blackgum,693,21.9,18.6,,,,,,,,80_120,376.6848131,225.7412279
6174,2022,80,120,2090,1,Up. Blackgum,693,24.8,19.3,,,,,,,,80_120,483.0512864,306.8672592
6175,2022,80,120,2091,2,Up. Blackgum,693,12,8.7,DC=2; broken top,,,,,,,80_120,113.0973355,50.91324308
6176,2022,80,120,2092,1,Water Oak,827,11.7,16.5,,,,,,,,80_120,107.5131546,47.82709988
6177,2022,80,120,2093,1,Cherry Bark Oak,813,13.8,19.2,,,,,,,,80_120,149.5712262,71.93698638
6178,2022,80,120,2094,1,Red Maple,316,16.2,18.3,meas ht 2x,,,,,,,80_120,206.119894,107.0127117
6179,2022,80,120,2095,1,Am. Holly,200,13.1,11.7,meas dbh below tag,,,,,,,80_120,134.7821788,63.24153076
6181,2022,80,120,2097,2,Post Oak,835,11,9.7,DC=2; broken top,,,,,,,80_120,95.03317777,41.07368717
6182,2022,80,120,2098,1,Water Oak,827,12.5,15,,,,,,,,80_120,122.718463,56.31776819
6183,2022,80,120,2099,1,Willow Oak,820,11.4,12.1,meas ht 2x,,,,,,,80_120,102.0703453,44.85668306
6184,2022,80,120,2100,1,Sweetgum,611,11.3,11.7,meas @ dbh; meas ht from ground above ditch laying down,,,,,,,80_120,100.2874915,43.89201625
6192,2022,80,150,103,1,Up. Blackgum,693,10.1,9.1,meas ht 2x,,,,,,,80_150,80.11846665,33.28699884
6193,2022,80,150,104,1,Up. Blackgum,693,9.3,8.9,broken top,,,,,,,80_150,67.92908715,27.18159516
6196,2022,80,150,107,1,Willow Oak,831,11.2,14.5,,,,,,,,80_150,98.52034562,42.93999706
6197,2022,80,150,108,1,Red Maple,316,29,21,dbh meas @ nail of tag,,,,,,,80_150,660.5198554,450.8686321
6198,2022,80,150,109,1,Cherry Bark Oak,813,20.5,22,dbh meas under tag,,,,,,,80_150,330.0635782,191.7134073
6199,2022,80,150,110,2,Water Oak,827,13.4,10.6,DC=2; broken top,,,,,,,80_150,141.0260942,66.88583089
6207,2022,80,150,473,1,Up. Blackgum,693,18.4,14.3,,,,,,,,80_150,265.9044022,146.7060739
6209,2022,80,150,475,1,Red Maple,316,14.2,16.6,,,,,,,,80_150,158.3676857,77.21042501
6210,2022,80,150,476,1,Red Maple,316,14,18.3,,,,,,,,80_150,153.93804,74.54573486
6211,2022,80,150,477,1,Post Oak,835,10.9,10.3,"In 2018, 4"" above dbh",,,,,,,80_150,93.31315579,40.15928851
6212,2022,80,150,478,1,Up. Blackgum,693,11.5,13.3,broken top; meas ht 2x,,,,,,,80_150,103.8689071,45.83405071
6214,2022,80,150,480,1,Up. Blackgum,693,8.1,8.9,meas dbh 2x,,,,,,,80_150,51.5299735,19.39523739
6215,2022,80,150,481,1,Red Maple,316,21.7,19.2,meas ht 2x,,,,,,,80_150,369.8361412,220.678884
6219,2022,80,150,485,1,Water Oak,827,13.7,14.8,meas ht 2x,,,,,,,80_150,147.4113813,70.65347484
6223,2022,80,150,489,1,Up. Blackgum,693,8.2,7.4,meas dbh + ht 2x,,,,,,,80_150,52.81017251,19.98337598
6224,2022,80,150,490,1,Water Oak,827,11.5,11.8,meas dbh + ht 2x,,,,,,,80_150,103.8689071,45.83405071
6225,2022,80,150,491,1,Water Oak,827,14.2,15.1,"in 2013, 4"" above dbh",,,,,,,80_150,158.3676857,77.21042501
6226,2022,80,150,492,1,Up. Blackgum,693,13,13.1,,,,,,,,80_150,132.7322896,62.0539509
6227,2022,80,150,493,1,Cherry Bark Oak,813,13.4,15.9,,,,,,,,80_150,141.0260942,66.88583089
6229,2022,80,150,495,1,Water Oak,827,12,15.4,,,,,,,,80_150,113.0973355,50.91324308
6230,2022,80,150,496,1,Water Oak,827,14.8,17.2,,,,,,,,80_150,172.0336137,85.54378509
6231,2022,80,150,497,1,Water Oak,827,13.4,12.5,"meas dbh + ht 2x; in 2018, dbh meas 4.5' from base",,,,,,,80_150,141.0260942,66.88583089
6232,2022,80,150,498,1,Red Maple,316,11.9,15.6,"meas dbh 2"" above large hole in trunk",,,,,,,80_150,111.2202339,49.87158348
6233,2022,80,150,499,1,Red Maple,316,11.2,16.9,,,,,,,,80_150,98.52034562,42.93999706
6234,2022,80,150,1375,1,Am. Holly,200,8.7,7.4,new tree,,,,,,,80_150,59.44678699,23.08778979
6235,2022,80,150,1376,1,Am. Holly,200,8.2,10.5,new tree,,,,,,,80_150,52.81017251,19.98337598
6236,2022,80,150,1377,1,Am. Holly,200,8.4,9.9,"new tree; meas 1"" above dbh",,,,,,,80_150,55.41769441,21.19220532
6238,2022,80,180,207,1,Water Oak,827,8.1,10,new tree,,,,,,,80_180,51.5299735,19.39523739
6239,2022,80,180,265,1,Up. Blackgum,693,8,7.8,tallest point is branch near top of tree,,,,,,,80_180,50.26548246,18.81786315
6242,2022,80,180,491,1,Red Maple,316,11.5,15.6,meas ht 2x,,,,,,,80_180,103.8689071,45.83405071
6243,2022,80,180,492,1,Red Maple,316,9.8,16.1,,,,,,,,80_180,75.42963961,30.9091849
6244,2022,80,180,493,1,Red Maple,316,12.5,16.2,,,,,,,,80_180,122.718463,56.31776819
6250,2022,80,180,499,1,Sweetgum,611,16.4,16.5,,,,,,,,80_180,211.24069,110.3160683
6252,2022,80,180,630,1,Am. Holly,200,11.4,12.2,beacon placed on top of mound; dbh meas @ beacon,,,,,,,80_180,102.0703453,44.85668306
6253,2022,80,180,631,1,Am. Holly,200,11.5,12,beacon placed on top of mound; dbh meas @ beacon,,,,,,,80_180,103.8689071,45.83405071
6254,2022,80,180,632,1,Up. Blackgum,693,11,11,,,,,,,,80_180,95.03317777,41.07368717
6255,2022,80,180,633,1,Sweetgum,611,21.8,20.2,,,,,,,,80_180,373.2526232,223.2016064
6256,2022,80,180,634,1,Yellow Pop.,621,37.7,27.7,,,,,,,,80_180,1116.278556,854.0611304
6258,2022,80,180,636,1,Yellow Pop.,621,38,26.9,,,,,,,,80_180,1134.114948,870.5487755
6259,2022,80,180,637,1,Sweetgum,611,16.9,13.8,,,,,,,,80_180,224.3175694,118.8380236
6260,2022,80,180,638,1,Dogwood,200,7.3,7.9,dbh meas to the right of tag,,,,,,,80_180,41.85386813,15.07209878
6271,2022,80,180,649,1,Dogwood,200,11.2,9.4,broken top; bark missing @ dbh,,,,,,,80_180,98.52034562,42.93999706
6272,2022,80,180,650,1,Dogwood,200,10.6,10.1,,,,,,,,80_180,88.24733764,37.49046326
6274,2022,80,180,652,1,Cherry Bark Oak,813,18.2,20.2,,,,,,,,80_180,260.1552876,142.7878409
6275,2022,80,180,653,1,Hickory,400,12.8,10.3,meas ht 2x,,,,,,,80_180,128.6796351,59.71928135
6276,2022,80,180,654,1,Red Bay,200,10,9.8,meas dbh 2x,,,,,,,80_180,78.53981634,32.48248647
6279,2022,80,180,657,1,Up. Blackgum,693,9.5,9.4,,,,,,,,80_180,70.88218425,28.63766857
6284,2022,80,180,2698,1,Red Maple,316,7.8,12,new tree,,,,,,,80_180,47.78362426,17.69514597
6286,2022,80,210,438,1,Water Oak,827,13.1,15,"dbh meas 1"" above; meas dbh 2x",,,,,,,80_210,134.7821788,63.24153076
6288,2022,80,210,440,1,Up. Blackgum,693,8.5,9.3,,,,,,,,80_210,56.74501731,21.81302451
6289,2022,80,210,441,1,Red Maple,316,25.7,19.5,"meas 1"" above dbh above knot",,,,,,,80_210,518.7476329,335.0416261
6290,2022,80,210,442,1,Up. Blackgum,693,8.7,11.3,meas dbh 2x,,,,,,,80_210,59.44678699,23.08778979
6291,2022,80,210,443,1,Sweetgum,611,16.4,15.2,,,,,,,,80_210,211.24069,110.3160683
6292,2022,80,210,444,1,Up. Blackgum,693,8.6,12.3,meas dbh @ beacon ht below standing dbh,,,,,,,80_210,58.08804816,22.44486495
6297,2022,80,210,449,1,S. White Oak,200,25.8,19.7,"meas 2"" below dbh below knot",,,,,,,80_210,522.7924335,338.2613298
6298,2022,80,210,450,1,Up. Blackgum,693,18.8,16,meas @ dbh,,,,,,,80_210,277.5911269,154.7322552
6299,2022,80,210,451,1,Water Oak,827,14.5,11.4,,,,,,,,80_210,165.1299639,81.31315025
6304,2022,80,210,456,1,Red Maple,316,11.1,12.9,meas dbh @ beacon ht,,,,,,,80_210,96.76890771,42.00057198
6305,2022,80,210,457,1,Water Oak,827,21.9,19.7,meas ht 2x,,,,,,,80_210,376.6848131,225.7412279
6306,2022,80,210,458,1,Water Oak,827,9.4,11.9,meas dbh 2x,,,,,,,80_210,69.39778172,27.90384438
6307,2022,80,210,459,1,Water Oak,827,17.1,15.1,,,,,,,,80_210,229.658277,122.3530682
6308,2022,80,210,460,1,Red Maple,316,13.6,16.1,,,,,,,,80_210,145.2672443,69.38380969
6309,2022,80,210,461,1,Sweetgum,611,10.9,6.2,broken top,,,,,,,80_210,93.31315579,40.15928851
6310,2022,80,210,462,1,Water Oak,827,12,15.7,meas dbh 2x + from beacon ht,,,,,,,80_210,113.0973355,50.91324308
6311,2022,80,210,463,1,Water Oak,827,22.6,17.4,meas dbh above fork,,,,,,,80_210,401.1499659,243.9941938
6312,2022,80,210,464,2,Water Oak,827,14.2,6.6,meas dbh above fork; broken top,,,,,,,80_210,158.3676857,77.21042501
6313,2022,80,210,465,1,Water Oak,827,14.3,15.6,meas dbh @ beacon ht from ground,,,,,,,80_210,160.6060704,78.56386272
6314,2022,80,210,466,1,Water Oak,827,11.1,10.8,meas dbh + ht 2x; meas dbh above tag + knot,,,,,,,80_210,96.76890771,42.00057198
6315,2022,80,210,467,1,Water Oak,827,10.9,11.1,DC=3,,,,,,,80_210,93.31315579,40.15928851
6317,2022,80,210,469,1,Red Maple,316,10.5,14.7,,,,,,,,80_210,86.59014751,36.62546147
6319,2022,80,210,471,1,Sweetgum,611,13.5,14.8,,,,,,,,80_210,143.1388153,68.12794408
6320,2022,80,210,472,1,Water Oak,827,34.4,17.2,meas @ dbh,,,,,,,80_210,929.4087706,684.1329109
6323,2022,80,210,475,1,Red Maple,316,8.7,11.4,meas dbh + ht 2x,,,,,,,80_210,59.44678699,23.08778979
6324,2022,80,210,476,1,Red Maple,316,7.8,12.8,meas dbh 2x,,,,,,,80_210,47.78362426,17.69514597
6325,2022,80,210,477,1,Red Maple,316,9.5,14.1,meas dbh 2x,,,,,,,80_210,70.88218425,28.63766857
6326,2022,80,210,478,1,Willow Oak,831,37,23.8,"meas 2"" below dbh below knot",,,,,,,80_210,1075.210086,816.2645654
6327,2022,80,210,479,1,Am. Holly,200,20.3,16.2,,,,,,,,80_210,323.6547292,187.1182943
6328,2022,80,210,480,1,Up. Blackgum,693,9.1,11.3,,,,,,,,80_210,65.03882191,25.77158142
6335,2022,80,210,487,1,Sweetgum,611,10.4,12.5,meas dbh 2x,,,,,,,80_210,84.94866535,35.77267037
6337,2022,80,210,1380,1,Am. Holly,200,9.6,9.5,new tree,,,,,,,80_210,72.38229474,29.38312731
6338,2022,80,210,1381,1,Red Maple,316,7.9,11.8,new tree,,,,,,,80_210,49.01669938,18.25118794
6339,2022,80,240,364,1,Ash,540,15.3,19.2,,,,,,,,80_240,183.8538561,92.88233441
6340,2022,80,240,368,1,Ash,540,23.4,22.5,,,,,,,,80_240,430.0526183,265.8829388
6341,2022,80,240,437,1,Sweetgum,611,17.6,18.5,meas dbh 2x,,,,,,,80_240,243.2849351,131.409072
6342,2022,80,240,438,1,Winged Elm,970,10.2,10.4,,,,,,,,80_240,81.71282492,34.10349562
6343,2022,80,240,439,1,Musclewood,200,10.2,11,meas dbh below knot,,,,,,,80_240,81.71282492,34.10349562
6344,2022,80,240,440,1,Sweetgum,611,9.9,9.2,,,,,,,,80_240,76.97687399,31.68990108
6345,2022,80,240,441,1,Hickory,400,36.4,24.7,,,,,,,,80_240,1040.621151,784.6188602
6346,2022,80,240,442,1,Sweetgum,611,28.1,24.9,,,,,,,,80_240,620.1582438,417.3044057
6347,2022,80,240,443,1,Boxelder,200,14,14.9,meas ht 2x,,,,,,,80_240,153.93804,74.54573486
6348,2022,80,240,444,1,Winged Elm,970,8.9,9.9,meas dbh 2x,,,,,,,80_240,62.21138852,24.40714312
6349,2022,80,240,445,1,Winged Elm,90,10.5,14,meas dbh below knot,,,,,,,80_240,86.59014751,36.62546147
6350,2022,80,240,446,1,Winged Elm,970,17.8,18.7,,,,,,,,80_240,248.8455541,135.1396357
6351,2022,80,240,447,1,Sweetgum,611,10,14.1,meas dbh + ht 2x,,,,,,,80_240,78.53981634,32.48248647
6352,2022,80,240,448,1,Boxelder,200,10.5,13.1,meas dbh 2x,,,,,,,80_240,86.59014751,36.62546147
6353,2022,80,240,449,1,Winged Elm,970,12.5,15,,,,,,,,80_240,122.718463,56.31776819
6354,2022,80,240,450,1,Boxelder,200,8.8,11.7,,,,,,,,80_240,60.82123377,23.74186174
6355,2022,80,240,451,1,Musclewood,200,15.1,12.4,meas dbh + ht 2x; meas dbh above knot,,,,,,,80_240,179.0786352,89.90352849
6356,2022,80,240,452,1,Hickory,400,41.8,27.3,,,,,,,,80_240,1372.279087,1094.399948
6357,2022,80,240,453,1,Sugar Berry,200,10.1,12.8,meas ht 2x,,,,,,,80_240,80.11846665,33.28699884
6358,2022,80,240,454,1,Am. Holly,200,10.3,9.3,,,,,,,,80_240,83.32289115,34.93203388
6359,2022,80,240,455,2,Boxelder,200,20.6,5.9,DC=2; meas dbh above knot; tallest point is small stem,,,,,,,80_240,333.2915646,194.0356982
6361,2022,80,240,457,1,Ash,540,17.5,21.5,,,,,,,,80_240,240.5281875,129.5670438
6363,2022,80,240,459,1,Hickory,400,13.9,15.1,meas dbh + ht 2x,,,,,,,80_240,151.7467792,73.23439093
6365,2022,80,240,461,1,Red Maple,316,26.1,22.3,meas dbh 2x,,,,,,,80_240,535.0210829,348.0280837
6366,2022,80,240,462,1,Ash,540,22,22.4,,,,,,,,80_240,380.1327111,228.2977778
6367,2022,80,240,463,1,Red Maple,316,14.2,16.7,meas dbh + ht 2x,,,,,,,80_240,158.3676857,77.21042501
6368,2022,80,240,464,1,Ash,540,30.3,26.2,,,,,,,,80_240,721.0661998,502.0037258
6369,2022,80,240,465,1,Ash,540,24,24.1,,,,,,,,80_240,452.3893421,283.027244
6372,2022,80,240,468,1,Winged Elm,970,13.3,16.8,meas ht 2x,,,,,,,80_240,138.9290811,65.65742273
6374,2022,80,240,1379,1,Musclewood,200,8.1,10.5,new tree,,,,,,,80_240,51.5299735,19.39523739
6375,2022,80,270,341,1,Am. Holly,200,9,9,meas dbh @ beacon ht in b/w mounds,,,,,,,80_270,63.61725124,25.08369585
6376,2022,80,270,344,1,Am. Holly,200,10.1,9,,,,,,,,80_270,80.11846665,33.28699884
6378,2022,80,270,935,1,White Oak,804,14.2,17.2,meas ht 2x,,,,,,,80_270,158.3676857,77.21042501
6379,2022,80,270,936,1,White Oak,804,19.8,17.2,meas dbh @ fork base; meas ht 2x,,,,,,,80_270,307.907496,175.9175707
6380,2022,80,270,937,1,White Oak,804,14.8,16.1,meas dbh @ fork base; meas ht 2x,,,,,,,80_270,172.0336137,85.54378509
6381,2022,80,270,938,1,Sweetgum,611,32,21.7,,,,,,,,80_270,804.2477193,573.6529389
6382,2022,80,270,939,1,Am. Holly,200,12.6,9.7,meas dbh above knot,,,,,,,80_270,124.6898124,57.4382728
6383,2022,80,270,940,1,Am. Holly,200,13.5,10,,,,,,,,80_270,143.1388153,68.12794408
6384,2022,80,270,941,1,Water Oak,827,9.5,11.6,,,,,,,,80_270,70.88218425,28.63766857
6385,2022,80,270,942,1,Water Oak,827,29.4,19.6,meas ht 2x,,,,,,,80_270,678.8667565,466.2672746
6386,2022,80,270,943,1,Post Oak,835,11.4,8.2,,,,,,,,80_270,102.0703453,44.85668306
6387,2022,80,270,944,1,Water Oak,827,13.9,14.4,meas ht 2x,,,,,,,80_270,151.7467792,73.23439093
6390,2022,80,270,947,1,Post Oak,835,15.3,14.4,meas dbh b/w branches + knot,,,,,,,80_270,183.8538561,92.88233441
6391,2022,80,270,948,1,Willow Oak,831,18.8,18.1,meas ht 2x,,,,,,,80_270,277.5911269,154.7322552
6392,2022,80,270,949,1,Red Maple,316,12.7,14.9,,,,,,,,80_270,126.6768698,58.57209402
6395,2022,80,270,952,1,Red Maple,316,19.5,17,meas dbh + ht 2x; meas dbh b/w knot under branches,,,,,,,80_270,298.6476516,169.3926617
6396,2022,80,270,953,1,Willow Oak,831,43,24.2,meas dbh around knots; dbh easily varies,,,,,,,80_270,1452.201204,1170.853102
6397,2022,80,270,954,1,Red Maple,316,20.8,20.2,meas ht 2x,,,,,,,80_270,339.7946614,198.729908
6398,2022,80,270,955,1,Red Maple,316,21.8,21,,,,,,,,80_270,373.2526232,223.2016064
6399,2022,80,270,956,2,Red Maple,316,9.9,2.4,broken top,,,,,,,80_270,76.97687399,31.68990108
6400,2022,80,270,957,1,Red Maple,316,19.6,18.1,,,,,,,,80_270,301.7185585,171.5514154
6401,2022,80,270,958,1,Red Maple,316,14.7,20.7,,,,,,,,80_270,169.7166891,84.11928689
6402,2022,80,270,959,1,Sweetgum,611,13.5,15.2,meas dbh 2x,,,,,,,80_270,143.1388153,68.12794408
6407,2022,80,270,964,1,Post Oak,835,9.8,12.7,meas dbh @ beacon on mound,,,,,,,80_270,75.42963961,30.9091849
6408,2022,80,270,965,1,Sweetgum,611,22.6,21.5,meas dbh above knot,,,,,,,80_270,401.1499659,243.9941938
6409,2022,80,270,966,1,Post Oak,835,11.5,15,meas dbh 2x + below knot,,,,,,,80_270,103.8689071,45.83405071
6412,2022,80,270,969,1,Sweetgum,611,15.8,18,,,,,,,,80_270,196.0667975,100.5849433
6414,2022,80,270,971,1,Red Maple,316,17.7,18.7,,,,,,,,80_270,246.0573906,133.2665901
6415,2022,80,270,972,1,Red Maple,316,17.8,20.7,meas dbh below knot,,,,,,,80_270,248.8455541,135.1396357
6416,2022,80,270,973,1,Red Maple,316,15.2,18.7,meas ht 3x,,,,,,,80_270,181.4583917,91.38567152
6417,2022,80,270,974,1,Red Maple,316,13.5,16.3,,,,,,,,80_270,143.1388153,68.12794408
6419,2022,80,270,976,1,Willow Oak,831,10.6,10.9,meas ht 2x,,,,,,,80_270,88.24733764,37.49046326
6420,2022,80,270,977,1,Willow Oak,831,15.4,20,,,,,,,,80_270,186.2650284,94.39356015
6422,2022,80,270,979,1,Red Maple,316,9.9,12.9,meas dbh + ht 2x,,,,,,,80_270,76.97687399,31.68990108
6423,2022,80,270,980,1,Willow Oak,831,16.7,17,meas dbh 2x,,,,,,,80_270,219.0396938,115.3838588
6427,2022,80,270,984,1,Sweetgum,611,17.3,15.3,tallest branch hard to identify from tree 985; meas ht 2x,,,,,,,80_270,235.0618163,125.9293052
6428,2022,80,270,985,1,Water Oak,827,32.3,18.9,meas ht 3x,,,,,,,80_270,819.3980499,586.863521
6429,2022,80,270,986,1,S. White Oak,300,20,16.3,,,,,,,,80_270,314.1592654,180.3488132
6430,2022,80,270,987,1,S. White Oak,300,20.7,16.3,"tallest point is term. branch; meas 3"" below dbh",,,,,,,80_270,336.535259,196.3745212
6431,2022,80,270,989,1,Water Oak,827,10.1,14.3,meas dbh + ht 2x,,,,,,,80_270,80.11846665,33.28699884
6432,2022,80,270,1372,1,Am. Holly,200,7.8,8.1,new tree; meas dbh above tag,,,,,,,80_270,47.78362426,17.69514597
6433,2022,80,270,1373,1,Am. Beech,531,9,4.2,new tree; meas dbh above tag,,,,,,,80_270,63.61725124,25.08369585
6434,2022,80,300,751,1,Water Oak,827,19.1,19.1,,,,,,,,80_300,286.521104,160.919016
6435,2022,80,300,752,1,Water Oak,827,11.2,16.7,,,,,,,,80_300,98.52034562,42.93999706
6436,2022,80,300,753,2,Up Blackgum,693,33.3,6.9,,,,,,,,80_300,870.9201694,632.1335149
6437,2022,80,300,754,1,Am. Beech,531,35.9,22.8,,,,,,,,80_300,1012.229007,758.7768091
6438,2022,80,300,755,1,Post Oak,835,9.2,11.6,,,,,,,,80_300,66.47610055,26.47086095
6439,2022,80,300,756,1,Post Oak,835,12.1,15.5,,,,,,,,80_300,114.9901451,51.96791655
6440,2022,80,300,757,1,Am. Holly,200,9.6,12.3,,,,,,,,80_300,72.38229474,29.38312731
6441,2022,80,300,758,1,Am. Holly,200,13,13.8,,,,,,,,80_300,132.7322896,62.0539509
6442,2022,80,300,759,1,Am. Holly,200,9,12.1,,,,,,,,80_300,63.61725124,25.08369585
6443,2022,80,300,760,1,Am. Holly,200,11,13.1,,,,,,,,80_300,95.03317777,41.07368717
6444,2022,80,300,761,1,Am. Holly,200,9,9.3,,,,,,,,80_300,63.61725124,25.08369585
6445,2022,80,300,762,1,Am. Beech,531,20.9,15.5,,,,,,,,80_300,343.0697718,201.1018899
6446,2022,80,300,763,1,Red Maple,316,12.8,16.5,,,,,,,,80_300,128.6796351,59.71928135
6447,2022,80,300,764,1,Red Maple,316,8.2,11.9,,,,,,,,80_300,52.81017251,19.98337598
6449,2022,80,300,766,1,Up. Blackgum,693,34.3,21.1,,,,,,,,80_300,924.0130853,679.3100815
6450,2022,80,300,767,1,Post Oak,835,17.2,15.3,,,,,,,,80_300,232.3521927,124.1335182
6451,2022,80,300,768,1,Cherry Bark Oak,813,17.2,17,,,,,,,,80_300,232.3521927,124.1335182
6452,2022,80,300,769,1,Sweetgum,611,32,25.1,,,,,,,,80_300,804.2477193,573.6529389
6453,2022,80,300,770,1,Sweetgum,611,11.8,13.3,broken top,,,,,,,80_300,109.3588403,48.84288633
6454,2022,80,300,771,1,Sweetgum,611,12,14.5,broken top; meas dbh + ht 2x,,,,,,,80_300,113.0973355,50.91324308
6455,2022,80,300,772,2,Water Oak,827,15.4,4.1,DC=2; broken trunk,,,,,,,80_300,186.2650284,94.39356015
6456,2022,80,300,773,1,Water Oak,827,26.5,21.4,"meas dbh 6"" above fork",,,,,,,80_300,551.5458602,361.3023936
6457,2022,80,300,774,1,Am. Beech,531,10.8,11.4,"meas ht 3x; meas 2"" above dbh",,,,,,,80_300,91.60884178,39.25732153
6459,2022,80,300,776,1,Am. Beech,531,12.8,10.5,meas ht 2x,,,,,,,80_300,128.6796351,59.71928135
6460,2022,80,300,777,1,Red Maple,316,19.2,18.2,,,,,,,,80_300,289.529179,163.0132906
6461,2022,80,300,778,1,Red Maple,316,14.9,13.8,broken top; meas ht 3x,,,,,,,80_300,174.3662463,86.98262885
6462,2022,80,300,779,1,Water Oak,827,9.5,10.8,Y. jessamine at top; broken top,,,,,,,80_300,70.88218425,28.63766857
6464,2022,80,300,781,1,Water Oak,827,11.7,16.3,meas ht 2x,,,,,,,80_300,107.5131546,47.82709988
6465,2022,80,300,782,1,Post Oak,835,31.5,20.1,,,,,,,,80_300,779.3113276,552.0139725
6466,2022,80,300,783,1,Water Oak,827,9.3,14.6,,,,,,,,80_300,67.92908715,27.18159516
6467,2022,80,300,784,1,Up. Blackgum,693,26.2,13.5,meas ht 3x,,,,,,,80_300,539.1287153,351.3196216
6468,2022,80,300,785,1,Post Oak,835,11.1,10.5,meas ht 2x; broken top,,,,,,,80_300,96.76890771,42.00057198
1459,2018,77,210,2454,1,Loblolly Pine,131,23.3,22.7,,Thin,Hugo,,,,,77_210,426.3848089,199.9845292
1460,2018,77,210,2695,1,Loblolly Pine,131,25.2,24.9,QA DBH= 25.5 HT= 26.0,Thin,Hugo,,,,,77_210,498.7592497,246.2369003
1461,2018,77,210,2696,1,Loblolly Pine,131,35.4,26.2,,Thin,Hugo,,,,,77_210,984.2295624,600.8866547
1462,2018,77,210,2697,1,Loblolly Pine,131,12.5,13.2,meas dbh and ht 2X; broken,Thin,Hugo,,,,,77_210,122.718463,38.03458227
1463,2018,77,210,2698,1,Loblolly Pine,131,29.3,24.9,,Thin,Hugo,,,,,77_210,674.2564693,366.6611268
1464,2018,77,210,2699,1,Loblolly Pine,131,27,22.6,,Thin,Hugo,,,,,77_210,572.5552611,295.564312
1465,2018,77,210,2700,2,Loblolly Pine,131,8.5,6,"1"" above dbh",Thin,Hugo,,,,,77_210,56.74501731,13.77117392
203,2022,77,210,2446,1,Loblolly Pine,131,12.1,17,meas dbh 2x; dead terminal branch is tallest point,Thin,Hugo,316,8.7,,,77_210,114.9901451,34.88637701
208,2022,77,210,2421,1,Loblolly Pine,131,13.7,16,meas dbh + ht 2x,Thin,Hugo,167,7.2,,,77_210,147.4113813,48.54132881
252,2022,77,210,2430,1,Loblolly Pine,131,23.1,24.7,,Thin,Hugo,220,6.8,,,77_210,419.096314,195.4545975
255,2022,77,210,2454,1,Loblolly Pine,131,23.6,23.5,,Thin,Hugo,354,10.5,,,77_210,437.4353611,206.8990527
31,1991,77,180,18,1,Laurel Oak,820,9.9,7.3,,,,,,,,77_180,76.97687399,31.68990108
1039,2013,77,100,2766,2,Musclewood,999,16.4,4.9,,,,,,,,77_100,211.24069,110.3160683
1040,2013,77,160,2977,2,Musclewood,999,20.5,8.5,,,,,,,,77_160,330.0635782,191.7134073
1041,2013,77,160,2980,2,Musclewood,999,20.2,9.9,,,,,,,,77_160,320.4738666,184.8454079
1042,2013,77,180,2819,2,Musclewood,999,17.7,4.2,,,,,,,,77_180,246.0573906,133.2665901
257,2022,77,210,2443,1,Loblolly Pine,131,23.8,24.9,skidder damage near dbh,Thin,Hugo,310,7.8,,,77_210,444.8809357,211.5888893
273,2022,77,210,2435,1,Loblolly Pine,131,27.9,25.2,bark missing @ dbh,Thin,Hugo,269,8,,,77_210,611.3617844,322.2923883
275,2022,77,210,2432,1,Loblolly Pine,131,28.1,24.7,,Thin,Hugo,238,7.9,,,77_210,620.1582438,328.421652
277,2022,77,210,2426,1,Loblolly Pine,131,28.4,26.2,,Thin,Hugo,209,7.7,,,77_210,633.4707427,337.7457353
1058,1991,4,32,1,1,Red Maple,316,20.3,12.2,,,,,,,,4_32,323.6547292,187.1182943
1059,1991,77,43,4,1,Red Maple,316,15.2,6.1,,,,,,,,77_43,181.4583917,91.38567152
282,2022,77,210,2429,1,Loblolly Pine,131,28.8,25.8,,Thin,Hugo,215,1.7,,,77_210,651.4406526,350.4218411
283,2022,77,210,2428,1,Loblolly Pine,131,28.9,26.1,,Thin,Hugo,215,5.6,,,77_210,655.9724001,353.6345892
287,2022,77,210,2439,1,Loblolly Pine,131,29.6,27.2,,Thin,Hugo,293,11.1,,,77_210,688.1344548,376.6159465
288,2022,77,210,2447,1,Loblolly Pine,131,29.8,25.3,,Thin,Hugo,327,11,,,77_210,697.464985,383.3408576
289,2022,77,210,2408,1,Loblolly Pine,131,29.9,24.5,,Thin,Hugo,92,10.3,,,77_210,702.1538121,386.7298825
298,2022,77,210,2422,1,Loblolly Pine,131,31,26.4,meas ht 2x,Thin,Hugo,176,8.9,,,77_210,754.767635,425.1840432
300,2022,77,210,2698,1,Loblolly Pine,131,31.4,27,,Thin,Hugo,40,3.9,,,77_210,774.3711732,439.7042675
303,2022,77,210,2414,1,Loblolly Pine,131,31.7,27,,Thin,Hugo,115,9.3,,,77_210,789.2387604,450.7833976
1082,1991,77,160,3,1,Swamp White Oak,804,18.8,11.6,,,,,,,,77_160,277.5911269,154.7322552
1083,1991,77,40,4,1,Sweetgum,611,8.4,8.8,,,,,,,,77_40,55.41769441,21.19220532
1084,1991,77,40,6,1,Sweetgum,611,8.9,8.2,,,,,,,,77_40,62.21138852,24.40714312
1085,1991,77,40,17,1,Sweetgum,611,20.1,13.7,,,,,,,,77_40,317.308712,182.5889251
